zipcode,price,sqft_living,bedrooms,
98006,1470000,5010,4,
98105,550000,1540,4,
98177,835000,4030,4,
98040,900000,3020,6,
98055,290000,1590,2,
98033,1040000,2910,4,
98004,780000,3020,4,
98052,572500,2290,3,
98001,389000,2180,3,
98168,350000,2740,4,
98042,476000,2740,4,
98112,1050000,2330,2,
98003,287000,2300,3,
98107,707500,1550,4,
98155,464500,1750,4,
98116,720000,2180,3,
98038,319000,1610,3,
98133,330000,1570,3,
98023,120750,1140,3,
98023,195000,1140,3,
98119,650000,2480,4,
98005,530000,1690,3,
98117,825000,2910,4,
98034,436000,1600,4,
98136,658000,1010,2,
98115,547500,1850,3,
98103,762000,2150,3,
98155,340000,2650,3,
98199,880000,2510,4,
98109,1220000,3240,4,
98155,1950000,3440,4,
98155,382500,1150,3,
98055,344500,1890,3,
98106,375000,1430,4,
98117,276000,370,1,
98027,500000,3130,5,
98042,330000,2105,4,
98155,328000,890,3,
98034,450000,1340,3,
98178,840500,2290,4,
98056,679000,2770,3,
98146,270000,1890,3,
98027,757500,3160,5,
98029,524950,1830,2,
98010,424900,2950,4,
98006,551100,1430,3,
98056,421000,1420,3,
98177,635000,2460,4,
98108,255000,1340,3,
98166,419950,1530,4,
98022,325000,2650,6,
98092,281000,1677,4,
98006,655275,2050,3,
98105,861000,2520,3,
98008,850000,2620,3,
98023,246000,1650,3,
98125,380000,700,2,
98052,813000,3430,4,
98004,990000,3140,4,
98117,650000,2350,3,
98023,273000,1990,4,
98019,398000,2050,4,
98168,200000,930,2,
98004,839000,1230,3,
98074,502000,1870,3,
98023,305000,2110,3,
98027,574950,3160,5,
98125,311000,1120,3,
98074,1650000,2750,3,
98056,387000,1230,3,
98166,375000,1190,3,
98022,175000,740,2,
98038,248000,1770,4,
98146,336750,1720,4,
98077,685000,2770,4,
98029,645000,2330,4,
98038,279000,1660,3,
98118,479000,1730,2,
98155,466000,1880,3,
98038,361500,2190,4,
98056,404000,1720,3,
98058,319000,2360,4,
98059,320000,1490,3,
98103,1310000,3490,4,
98006,1000000,2370,3,
98006,660000,2290,4,
98122,546000,1790,4,
98108,300000,1820,4,
98052,500000,1760,2,
98042,381500,2430,4,
98040,990000,2630,3,
98038,278226,2390,4,
98103,340000,1500,2,
98023,305000,2510,4,
98146,760000,2420,4,
98148,195000,2170,4,
98115,564000,1960,4,
98034,539500,2280,4,
98178,299980,1580,4,
98042,290000,1850,4,
98155,257000,770,2,
98125,518500,2120,4,
98074,657000,3060,4,
98045,590000,2680,3,
98125,526000,2220,4,
98178,254500,1150,2,
98105,575000,980,2,
98033,464550,1690,3,
98052,409950,1320,3,
98001,100000,910,2,
98144,365000,820,2,
98002,208000,1300,3,
98118,497950,1950,4,
98092,405000,3672,5,
98058,568000,2740,3,
98118,334000,890,2,
98168,235000,1090,3,
98045,295000,1170,2,
98028,610000,2600,4,
98146,453500,2000,4,
98109,1220000,3520,4,
98055,175000,1410,2,
98055,335000,1410,2,
98166,275000,1950,3,
98117,400000,980,2,
98116,915000,3390,3,
98006,619850,2270,4,
98003,225900,1510,3,
98199,525000,960,2,
98031,215000,1900,4,
98052,802000,2580,3,
98042,330000,2340,4,
98005,549800,1580,3,
98002,195500,1230,4,
98055,338000,1590,3,
98075,3200000,7000,4,
98034,480000,1770,4,
98155,383000,1850,4,
98031,257000,1430,3,
98092,335000,2190,4,
98166,422000,2310,4,
98033,560000,2000,3,
98058,680000,3620,4,
98155,320000,1210,2,
98074,665000,2330,3,
98075,751000,2840,3,
98188,320000,2410,6,
98155,290000,1820,4,
98198,250000,1470,4,
98056,423000,1100,3,
98052,601002,2050,4,
98144,352900,1240,2,
98014,509950,2210,3,
98133,360000,1340,2,
98040,1080000,2580,4,
98038,349950,2390,3,
98058,395000,2250,4,
98032,273500,2000,3,
98199,700000,1870,4,
98033,699000,2370,3,
98072,537000,2640,4,
98024,405000,1240,3,
98103,269500,800,2,
98198,260000,2050,4,
98198,266750,1650,3,
98155,1800000,4320,5,
98115,779000,2130,2,
98014,500000,2840,3,
98168,365000,3080,4,
98117,724000,1560,2,
98077,890000,3220,4,
98144,431000,1450,4,
98032,242000,960,2,
98148,415000,2670,4,
98117,727160,2310,7,
98006,1110000,3520,4,
98198,265000,1090,2,
98117,519000,2000,3,
98198,262000,1840,4,
98040,1190000,3160,4,
98038,295000,1520,3,
98072,615000,2110,3,
98116,1100000,3410,4,
98029,575000,2630,4,
98103,388000,1350,3,
98033,750500,2860,4,
98027,527500,2310,3,
98038,503000,2590,3,
98112,1050000,3500,4,
98126,325000,800,2,
98125,402000,1580,3,
98133,370000,1560,3,
98166,329950,1750,3,
98168,135000,600,2,
98125,482500,1630,4,
98188,259000,1260,4,
98023,210000,2140,3,
98058,459000,2790,4,
98042,375000,2530,3,
98146,295000,1330,3,
98115,910000,2700,3,
98024,470000,1740,4,
98146,565000,2070,4,
98148,339950,2670,4,
98072,547000,2200,5,
98146,125000,810,2,
98119,2300000,3970,4,
98198,348000,2370,3,
98030,175000,1460,3,
98116,439950,1770,3,
98070,230000,1120,3,
98108,207000,1520,3,
98042,320000,3020,5,
98072,1090000,5600,5,
98033,510000,1320,4,
98199,730000,1870,4,
98177,750000,2460,3,
98198,237000,960,3,
98038,560000,3440,3,
98052,745000,3010,3,
98004,1830000,6030,3,
98198,180000,1990,3,
98198,309950,1990,3,
98118,715000,1710,4,
98103,620000,1890,4,
98198,330000,1990,3,
98125,525000,1600,4,
98027,611000,3820,6,
98092,294000,2210,4,
98034,463000,2020,3,
98031,320900,1770,3,
98059,369950,2050,4,
98030,565000,3130,4,
98108,589500,3520,4,
98155,400000,1810,4,
98052,458000,2150,3,
98019,436000,2495,4,
98118,310000,1290,3,
98030,398000,3004,5,
98033,625000,2070,4,
98006,1010000,4050,5,
98126,435000,960,2,
98003,250000,1900,3,
98133,430000,1450,3,
98136,790000,2720,4,
98040,1680000,4830,5,
98106,250000,1920,4,
98136,1120000,2540,5,
98133,383900,1600,3,
98042,330000,2210,4,
98072,624000,2510,3,
98116,383000,2280,5,
98022,687000,4400,4,
98056,558000,3160,4,
98118,275000,1380,3,
98033,687500,3320,5,
98023,275000,1870,3,
98146,700000,3030,3,
98034,342500,1210,2,
98077,483500,2740,4,
98118,190000,1350,3,
98118,300000,1350,3,
98115,540000,1470,3,
98042,140000,1270,3,
98055,275000,1680,4,
98056,370000,2120,3,
98133,227000,1040,2,
98058,312000,1730,4,
98118,260000,1410,2,
98109,797000,1370,3,
98019,640000,2840,6,
98053,605000,3280,4,
98031,329950,2070,3,
98014,180000,960,2,
98003,220000,1470,3,
98116,723000,2430,4,
98125,375000,1430,3,
98146,388000,1760,3,
98178,249950,1730,5,
98133,390000,2290,5,
98040,705000,1690,4,
98008,590000,3220,4,
98166,292000,2130,4,
98092,506000,2100,3,
98007,907500,2770,4,
98039,2270000,4040,4,
98108,319500,2500,4,
98118,265000,1580,5,
98188,237000,1130,3,
98168,235000,1500,5,
98199,740000,2230,4,
98133,359000,1550,3,
98038,334950,2230,4,
98125,259950,790,2,
98042,253000,2230,4,
98029,561000,1710,3,
98115,455000,1260,2,
98005,675000,2420,4,
98058,267000,1090,3,
98030,368000,2689,4,
98103,599995,1620,3,
98034,342500,940,3,
98023,252000,1940,4,
98092,247200,1590,3,
98199,910000,3020,3,
98072,419950,1870,4,
98023,160000,880,3,
98052,799950,3030,4,
98019,400000,2140,3,
98198,210000,2050,5,
98198,475000,2050,5,
98038,355900,2090,3,
98028,420000,2520,3,
98005,710000,2630,4,
98075,518000,2560,4,
98117,375000,1200,3,
98148,185000,1010,3,
98052,402000,1520,3,
98042,585000,2170,3,
98107,500000,1980,4,
98112,1720000,3070,4,
98155,1680000,5170,5,
98112,570000,1140,2,
98112,680000,2530,8,
98045,345000,1690,3,
98038,355000,2150,4,
98007,390000,1180,3,
98023,128000,1400,3,
98136,448500,1300,3,
98155,346000,1590,3,
98199,779000,1990,3,
98028,335000,1510,3,
98122,1850000,2910,4,
98053,799990,2850,3,
98011,1080000,2830,3,
98107,371000,1110,2,
98033,620000,1900,4,
98146,343000,2290,4,
98059,265000,1010,3,
98074,1000000,4670,5,
98177,825000,3400,3,
98075,889000,4070,4,
98030,305000,1630,3,
98052,407000,1700,2,
98008,613000,2070,5,
98166,1640000,4660,3,
98103,645000,2050,3,
98006,1160000,4680,4,
98053,610000,2320,3,
98023,450000,3800,3,
98106,300000,720,3,
98028,1120000,4400,5,
98022,418200,2260,3,
98055,250000,1650,3,
98077,619000,2560,3,
98059,500000,3720,4,
98038,465000,2590,4,
98058,322000,1750,4,
98038,276900,1620,3,
98033,660000,1700,3,
98058,480000,2450,3,
98004,925000,1610,3,
98008,825000,3730,3,
98155,326000,1210,2,
98003,205000,1300,3,
98023,150000,850,2,
98052,593567,1770,3,
98072,440000,2060,3,
98075,751000,3090,3,
98055,295000,1050,2,
98103,422500,1300,3,
98008,480000,1160,3,
98027,890900,3420,4,
98075,672500,2620,4,
98103,605000,1880,4,
98004,1680000,4560,5,
98074,565000,2330,4,
98027,725000,2350,4,
98103,640000,1560,3,
98030,253750,1380,4,
98166,799950,3040,6,
98004,595000,1350,4,
98040,850000,3180,4,
98019,366000,1790,3,
98136,715000,1986,4,
98023,300000,2400,4,
98177,960000,4590,4,
98103,812000,1970,3,
98010,234950,1360,3,
98115,656500,2710,4,
98133,255000,920,2,
98006,538000,2000,3,
98031,260000,1920,3,
98028,546200,2678,3,
98108,280500,1220,3,
98106,295000,1440,3,
98112,700000,2420,4,
98034,560000,2090,3,
98075,912000,4030,4,
98052,437000,1310,3,
98072,447000,1800,3,
98056,500000,1160,4,
98115,508300,1160,3,
98125,485000,1870,3,
98155,540000,3700,7,
98058,356000,2280,3,
98115,525000,1720,4,
98074,962800,3630,4,
98031,315000,2040,4,
98107,525000,1750,3,
98106,325000,1550,2,
98004,965800,2500,4,
98116,550000,1440,4,
98168,182200,1130,4,
98106,315000,1210,3,
98107,500000,960,2,
98065,480000,2160,5,
98105,1690000,3400,3,
98038,525000,3960,5,
98133,407500,1900,4,
98092,443000,2620,4,
98040,1260000,3150,4,
98109,642000,1040,3,
98052,520000,1540,3,
98116,750000,1820,3,
98112,855000,1930,5,
98065,275000,1430,4,
98002,265000,2920,5,
98053,894400,3100,3,
98027,546000,1200,2,
98053,699950,2390,2,
98034,435000,1270,3,
98031,259500,1300,4,
98038,359950,2290,4,
98074,517000,1740,3,
98118,579000,1590,3,
98052,525000,2420,4,
98031,320000,2130,4,
98007,635000,1950,4,
98058,400000,2150,4,
98052,455000,1270,3,
98074,572000,1850,3,
98072,650000,1440,2,
98001,162500,1390,3,
98052,400000,1340,2,
98028,268300,1190,3,
98119,989000,3830,6,
98058,342000,1780,3,
98042,315000,3130,4,
98034,485000,1830,4,
98023,277500,2550,4,
98053,1300000,3790,4,
98027,385000,1800,4,
98125,426000,1630,2,
98125,310000,1870,4,
98125,449000,1870,4,
98118,375000,980,2,
98115,1190000,2860,3,
98029,468000,1470,3,
98144,336000,1160,1,
98038,392000,1940,4,
98034,412500,1630,4,
98019,545000,2755,4,
98118,133000,1430,5,
98118,440000,1430,5,
98155,294450,1400,4,
98003,335000,2520,4,
98028,362000,1290,3,
98019,322000,1400,3,
98166,230500,740,2,
98108,380000,1710,4,
98002,292000,2414,4,
98198,172500,1040,3,
98199,784000,3540,4,
98033,525000,2530,4,
98027,600000,2320,3,
98038,435000,2530,3,
98056,359900,2790,5,
98178,700000,1950,4,
98126,280000,1020,3,
98059,655000,3110,4,
98006,2480000,5310,4,
98023,499950,2580,3,
98122,540000,1380,3,
98074,970000,3980,4,
98058,330000,2080,4,
98052,474000,1530,3,
98008,670000,1930,4,
98112,1300000,2330,4,
98006,1160000,3860,4,
98058,440000,2880,4,
98033,411000,1590,2,
98144,500000,2150,3,
98125,1340000,2300,4,
98199,696000,2900,6,
98155,465000,1970,3,
98052,518000,1740,4,
98045,251000,1220,3,
98030,255000,1290,3,
98115,319000,780,2,
98115,719000,2210,4,
98027,1520000,5930,5,
98056,322000,1950,4,
98001,205000,1340,4,
98146,229000,1590,3,
98133,395000,1780,3,
98003,183000,760,2,
98052,583500,1720,3,
98022,312000,2070,3,
98052,539000,1790,3,
98001,409000,3230,4,
98117,510250,1400,3,
98199,535000,1370,2,
98038,280000,1600,3,
98056,286000,950,3,
98116,710000,2210,3,
98115,395000,930,2,
98155,237500,810,2,
98126,464000,1630,3,
98125,495000,1770,3,
98118,257500,710,1,
98023,570000,3990,4,
98058,362000,2310,3,
98103,640000,1620,33,
98001,172500,1140,3,
98115,596000,1040,2,
98006,840000,2170,4,
98028,1600000,3370,3,
98115,435000,901,2,
98155,251000,840,2,
98059,282500,1650,4,
98042,265000,1380,3,
98053,330000,910,3,
98115,435000,1230,2,
98199,827235,1740,3,
98146,249950,1290,4,
98024,400000,1950,3,
98092,300499,2150,4,
98115,449000,1560,4,
98103,500000,1120,2,
98004,865000,1790,3,
98034,899950,3290,4,
98034,370000,1540,4,
98053,442500,4240,5,
98065,310000,1010,3,
98004,1570000,2970,4,
98001,245000,2190,4,
98155,254950,700,2,
98052,510000,3300,6,
98019,299950,1370,3,
98038,379950,2680,4,
98133,350000,1390,3,
98108,300000,1700,3,
98199,994000,2510,3,
98155,315000,1700,3,
98072,480500,2180,4,
98126,373000,1770,3,
98075,728000,3290,4,
98178,415000,3040,4,
98058,427500,2460,4,
98074,339300,970,3,
98133,313000,1320,3,
98136,431500,1900,3,
98103,415000,1220,3,
98052,490000,1470,3,
98075,1430000,4630,4,
98030,275000,1400,3,
98106,325000,1070,2,
98033,1180000,3630,5,
98103,690000,1970,4,
98166,410000,2010,4,
98116,960000,2820,4,
98023,299250,2530,3,
98166,239000,710,2,
98106,235000,1210,2,
98053,587000,2370,3,
98056,431000,2300,4,
98115,1640000,3110,3,
98055,285000,1990,3,
98006,778000,2630,3,
98008,415000,1300,3,
98053,550285,1680,2,
98040,910000,2180,3,
98006,860000,2770,3,
98103,765000,2120,3,
98004,782000,2830,4,
98119,525000,1370,3,
98045,745000,2810,3,
98022,470000,3520,3,
98178,345000,1990,3,
98003,279000,2070,3,
98177,500000,1320,3,
98056,237000,1300,3,
98030,200500,1260,3,
98166,387500,2400,4,
98125,392500,1950,4,
98056,305000,1430,3,
98006,981000,2110,4,
98075,680000,2980,4,
98001,276000,2068,4,
98177,655500,3380,4,
98007,555000,2810,5,
98148,235000,930,2,
98155,325000,1300,3,
98166,268950,1320,3,
98001,264500,1580,3,
98003,240000,1620,3,
98070,819000,2750,3,
98122,850000,2210,2,
98188,294950,1740,4,
98040,693000,2120,3,
98059,478000,2780,4,
98125,222000,830,2,
98056,635000,2070,4,
98107,469000,1390,3,
98038,350000,2610,4,
98146,180000,1460,5,
98027,490000,3390,4,
98103,360000,1360,3,
98028,630000,2807,4,
98119,615000,1340,4,
98038,279950,1340,3,
98125,317000,1160,3,
98052,618000,2470,4,
98008,620000,2000,5,
98115,345000,1110,3,
98103,608000,2240,3,
98058,325000,1920,4,
98058,475000,2270,3,
98001,154000,1530,3,
98040,1190000,3330,5,
98030,376950,2643,4,
98103,500000,1250,2,
98014,499950,3230,3,
98059,230000,880,3,
98117,652600,2220,4,
98023,185000,1130,3,
98168,274950,1450,3,
98136,447000,760,2,
98055,129000,1150,2,
98059,436000,2720,5,
98103,825000,2080,3,
98001,225000,1080,3,
98002,265000,1890,3,
98122,765000,1500,3,
98103,509000,1960,4,
98005,762450,2570,4,
98155,465000,1830,5,
98136,564000,1980,3,
98146,384500,1130,2,
98022,415000,2010,3,
98155,345000,1820,2,
98059,465950,2340,4,
98074,325000,1780,3,
98074,500000,1780,3,
98075,450000,2450,4,
98034,475000,2410,4,
98004,1350000,3380,5,
98115,747000,1710,3,
98177,395000,1740,3,
98102,505000,1995,3,
98001,215000,1760,3,
98045,775000,3970,4,
98059,540000,3000,4,
98133,392500,1540,3,
98004,987000,2160,3,
98004,1190000,2160,3,
98058,252500,1810,3,
98005,730000,2440,3,
98146,497300,3200,6,
98077,640000,2970,4,
98008,580000,2290,5,
98027,377000,1820,3,
98112,1280000,3010,4,
98199,396500,1360,3,
98059,300000,2080,4,
98117,532000,1110,3,
98053,579000,1560,2,
98199,1400000,3520,4,
98166,571000,2280,5,
98059,301950,1370,3,
98103,660000,2340,3,
98001,455000,3170,4,
98133,375000,1380,3,
98042,470000,2700,4,
98028,374990,1300,3,
98053,541500,1900,2,
98074,782500,3750,3,
98092,264000,1552,3,
98074,640000,2500,4,
98177,660000,1770,3,
98006,1370000,4210,5,
98030,389950,2170,3,
98146,226000,1510,2,
98038,390000,1870,3,
98074,485000,1570,3,
98052,840000,2480,4,
98155,600000,3580,5,
98133,331000,1480,2,
98115,780000,2610,3,
98003,300000,1700,3,
98166,361810,1240,3,
98133,467000,1660,3,
98178,399000,1620,3,
98108,315450,1130,3,
98103,600000,1310,3,
98042,247500,1710,4,
98118,330000,2140,3,
98011,500000,2350,4,
98028,367500,1570,3,
98045,560000,2780,3,
98116,655000,2540,4,
98008,530000,2500,5,
98002,270000,2080,3,
98126,437500,1760,3,
98005,575000,1760,3,
98023,278000,1940,4,
98056,568500,3010,4,
98168,280000,2460,4,
98103,250000,750,2,
98006,247500,1300,3,
98006,1250000,3710,5,
98028,535000,2360,4,
98034,814842,3190,3,
98001,340000,2181,4,
98133,359950,1890,3,
98117,750000,2610,3,
98117,1220000,3090,4,
98117,370000,860,2,
98058,329950,1000,3,
98058,500000,2760,3,
98077,734000,3490,4,
98038,385000,2960,4,
98118,230000,1280,2,
98033,1390000,3230,4,
98118,210000,1830,3,
98059,293000,1420,3,
98117,465000,1580,3,
98028,449000,1960,3,
98178,325000,1670,2,
98002,180000,1670,3,
98103,650000,2960,6,
98177,665000,2420,4,
98166,324450,1420,3,
98116,588000,2170,4,
98126,200000,1310,4,
98028,383000,1830,4,
98107,499950,1360,3,
98003,549000,3440,5,
98103,465000,2010,5,
98038,450000,2450,3,
98033,799900,3030,4,
98027,495000,2480,4,
98177,1200000,4310,3,
98052,637000,2120,4,
98122,589000,2210,4,
98059,305000,1400,3,
98144,600000,2760,4,
98072,587000,2550,4,
98112,1430000,2220,2,
98002,250000,1320,4,
98133,515000,2440,3,
98075,833000,3780,4,
98059,860000,4720,3,
98115,550000,2360,4,
98178,180000,890,2,
98052,507000,1770,4,
98027,427000,1720,3,
98005,616950,2490,3,
98056,372000,1890,4,
98115,290000,1020,2,
98022,329990,2420,4,
98155,393500,1600,3,
98040,1550000,3370,5,
98023,240000,1720,4,
98166,285000,1090,3,
98074,382500,1090,3,
98112,1930000,3600,4,
98115,800000,2760,3,
98033,550000,2770,4,
98028,387846,2520,4,
98002,367500,1960,4,
98112,780500,1760,5,
98115,680000,1090,3,
98034,434400,1960,5,
98033,370000,1220,2,
98177,465000,1730,3,
98058,323000,1830,3,
98042,270000,1600,4,
98052,1320000,2040,3,
98059,560000,2710,4,
98144,450000,1140,3,
98125,290000,930,2,
98074,354000,1010,3,
98107,705000,2380,5,
98034,445000,1860,3,
98003,229900,1440,3,
98053,610000,2980,4,
98065,535000,2670,3,
98008,437400,2150,3,
98011,540000,3160,5,
98006,570000,1890,3,
98011,533000,2810,3,
98065,555000,2690,3,
98042,239950,1230,3,
98034,350000,950,3,
98106,245000,1200,2,
98125,456000,1670,4,
98034,465000,2140,4,
98053,445000,1440,2,
98034,517850,3050,5,
98092,329000,2570,5,
98116,512500,1840,3,
98125,365000,1250,2,
98133,450500,1410,3,
98004,915000,1560,3,
98002,205000,960,3,
98188,314000,1870,4,
98107,496000,900,2,
98178,329950,2050,4,
98011,375000,2400,4,
98033,623000,1850,3,
98014,310000,1220,4,
98065,532500,3140,3,
98117,960000,2410,4,
98045,598000,3130,4,
98027,683000,2300,3,
98155,425000,2840,5,
98103,533000,1800,5,
98166,375000,1190,3,
98023,250500,1710,3,
98010,257000,1900,4,
98178,218000,880,3,
98126,460000,2060,3,
98133,255544,1360,3,
98053,560000,1680,2,
98019,480000,2980,4,
98004,1300000,2130,5,
98028,580000,2650,3,
98126,475000,1700,3,
98166,1310000,2680,4,
98038,700000,2530,3,
98074,590000,2520,3,
98092,264500,1630,3,
98107,465000,730,2,
98106,290000,910,3,
98033,1820000,4510,4,
98008,416000,1110,3,
98034,360000,1450,4,
98075,585083,2910,5,
98119,840000,2600,4,
98168,81000,730,2,
98105,1290000,2440,3,
98178,326000,2290,4,
98136,447000,720,2,
98032,185000,940,3,
98034,439950,1540,3,
98045,234000,1140,3,
98007,485000,2100,4,
98199,750000,2670,4,
98119,865000,2750,4,
98023,287500,2570,4,
98072,375000,1660,3,
98033,565000,1700,3,
98042,260000,1530,4,
98056,190000,1260,3,
98118,399950,2760,5,
98023,275000,1830,3,
98126,528000,2160,3,
98166,315000,1770,3,
98117,614306,2210,2,
98034,1490000,4560,3,
98029,590000,2110,3,
98144,261500,1130,3,
98030,300000,1960,4,
98178,439000,2230,3,
98178,277554,2350,5,
98168,215000,1340,3,
98146,1200000,2160,2,
98115,420000,1700,4,
98053,485000,1650,3,
98002,202500,1540,3,
98065,710000,3920,5,
98059,535000,3250,4,
98058,260000,1360,4,
98038,254000,1480,3,
98034,600000,2360,4,
98108,285000,1800,3,
98075,800000,2540,4,
98168,165000,1200,3,
98178,216500,710,2,
98038,387990,2640,4,
98133,500000,3010,4,
98053,650000,2770,4,
98117,646000,2310,4,
98092,323400,2060,4,
98038,300000,1880,3,
98105,712500,2280,5,
98122,550000,1380,3,
98034,400000,1180,3,
98031,255000,1650,4,
98008,660000,2030,3,
98115,925000,2110,4,
98008,534000,2130,4,
98003,215000,1690,3,
98034,1950000,2510,3,
98040,1400000,3530,5,
98001,212000,1470,3,
98023,265000,1840,3,
98116,400000,1860,3,
98031,311500,1940,4,
98004,2330000,4420,4,
98178,225000,800,2,
98006,1250000,3700,4,
98146,380000,1400,3,
98034,600000,2250,4,
98007,600000,2230,3,
98146,315000,1950,3,
98122,847000,2550,5,
98075,730000,2750,4,
98004,1060000,2290,4,
98039,1620000,2350,4,
98118,664000,1720,2,
98038,454450,2810,4,
98103,341000,940,3,
98155,276693,1190,4,
98168,185000,1390,2,
98042,160000,1660,2,
98092,270000,1920,4,
98166,300000,1460,4,
98022,264950,1370,3,
98168,209950,1050,2,
98053,850000,3360,3,
98074,645000,3160,4,
98005,855000,2480,4,
98077,632500,2720,4,
98023,289950,2070,3,
98177,850000,2170,2,
98059,565000,3260,4,
98074,792000,2250,3,
98092,260000,1950,3,
98019,585000,2220,3,
98055,295500,1330,3,
98155,329000,1190,4,
98006,750000,2770,3,
98155,495000,2310,4,
98199,672500,1580,3,
98109,1310000,2800,5,
98011,405000,1500,3,
98119,620000,2140,3,
98006,615000,2330,4,
98008,887000,3830,6,
98117,1060000,4510,4,
98005,753000,2160,4,
98102,1600000,3170,3,
98039,3710000,5550,4,
98133,365000,1520,3,
98006,870000,3410,4,
98038,321000,1830,4,
98001,280000,1550,3,
98038,288000,1520,3,
98023,248500,1240,3,
98188,330000,2380,4,
98052,740000,2720,5,
98045,445000,2210,3,
98023,198500,1050,2,
98092,280000,1940,7,
98034,336500,1420,3,
98010,267000,1690,3,
98077,315000,1160,3,
98074,545000,2040,4,
98001,274950,1840,3,
98115,500000,1440,2,
98155,299000,1390,3,
98029,420000,1470,3,
98103,620000,1776,3,
98008,575950,1640,3,
98074,666500,2860,4,
98168,180000,1740,4,
98023,261350,1390,3,
98199,1030000,2730,4,
98058,390000,1435,3,
98003,253500,1640,3,
98072,625000,2630,4,
98059,255000,1580,4,
98002,257000,1740,3,
98178,869000,1900,2,
98075,745000,3130,4,
98040,1350000,3500,4,
98166,350000,2130,3,
98102,475000,950,3,
98052,540000,1720,3,
98038,175000,830,2,
98032,100000,660,2,
98122,890000,2590,5,
98001,280000,1600,3,
98029,1050000,4390,4,
98023,486000,3560,4,
98065,670000,2860,5,
98029,480000,1640,3,
98118,440000,1500,3,
98144,1500000,3990,3,
98053,743700,2610,4,
98117,449950,1470,3,
98117,367000,700,2,
98059,1190000,3960,4,
98002,201000,900,3,
98112,575000,2010,3,
98001,295000,1940,3,
98002,190000,1510,3,
98117,742500,2020,2,
98056,875000,4430,6,
98040,1390000,4010,4,
98034,600000,3070,4,
98003,207000,1460,3,
98065,650000,3260,4,
98126,275000,830,2,
98102,1200000,2390,4,
98166,262500,1130,3,
98125,399000,1120,2,
98030,139000,1410,4,
98033,575000,1750,3,
98103,580000,1040,2,
98053,468000,1630,3,
98023,230000,1380,3,
98074,675000,3680,4,
98072,318000,1250,3,
98092,332100,2660,5,
98168,175000,620,2,
98006,817000,2600,4,
98039,1200000,2150,4,
98126,525000,1470,3,
98002,189000,1380,3,
98119,629950,1680,3,
98146,641500,1000,1,
98034,490000,1630,3,
98072,415000,1790,3,
98115,250000,890,2,
98004,781000,1290,3,
98133,400000,2420,4,
98115,935000,3680,4,
98155,575000,3020,4,
98033,1660000,4240,4,
98023,302300,3130,5,
98126,355000,900,2,
98033,1540000,2880,3,
98040,926250,2390,4,
98166,300000,1450,3,
98052,361500,1070,3,
98040,616000,1740,3,
98029,395000,1210,2,
98198,245000,2100,3,
98023,206000,1060,3,
98188,706000,3280,4,
98199,578000,1660,3,
98042,341950,3070,5,
98033,305000,1150,3,
98119,575000,1710,3,
98027,330000,1180,3,
98034,445000,2130,4,
98126,333000,1050,3,
98027,598500,2520,4,
98055,225000,700,2,
98074,570000,2640,4,
98115,630000,2330,5,
98006,779000,2830,5,
98065,760000,3720,4,
98028,322968,1890,5,
98065,595000,2910,4,
98056,321000,1300,4,
98072,653000,2770,3,
98146,750000,2520,4,
98105,530000,1340,3,
98144,352750,1060,2,
98038,424950,2480,4,
98144,427000,2220,5,
98118,558000,3220,4,
98115,438200,1600,2,
98136,340000,640,1,
98117,830005,3610,4,
98019,548000,3420,4,
98108,411715,1840,3,
98005,865000,2790,4,
98006,1750000,5860,6,
98074,688000,3450,3,
98038,399950,2350,4,
98115,555000,1250,3,
98103,677000,2000,3,
98074,539000,2260,3,
98144,410000,1510,3,
98008,472000,1800,2,
98118,755000,2420,3,
98031,269900,1750,5,
98072,667400,2660,4,
98004,1220000,2640,3,
98117,544000,1460,3,
98144,800000,1570,2,
98074,315000,1010,3,
98178,227000,1200,4,
98038,765000,4040,4,
98119,625000,1820,3,
98033,1880000,5810,4,
98006,822600,3010,4,
98011,515000,1910,4,
98106,377000,1640,4,
98136,600000,1480,3,
98177,525300,2520,4,
98034,760000,2840,4,
98032,202000,840,2,
98038,470000,1730,3,
98075,810000,3140,3,
98188,175000,1480,3,
98125,440000,1920,4,
98146,197000,770,2,
98056,254000,1010,3,
98074,405000,1460,3,
98126,416000,940,2,
98052,779950,2840,4,
98030,200000,1910,4,
98029,658100,2430,4,
98118,397000,1610,2,
98007,815000,2780,3,
98155,345000,1160,2,
98031,305500,1850,4,
98002,340000,2120,3,
98034,330000,2620,5,
98198,269000,2060,4,
98052,349950,1060,3,
98125,431000,1500,3,
98105,735000,2380,4,
98058,414000,3045,5,
98122,619500,1700,3,
98033,675000,1240,3,
98034,380500,1410,3,
98178,253000,880,3,
98031,157500,740,2,
98052,627000,2030,4,
98034,469500,2090,4,
98146,319950,920,2,
98058,249500,1180,3,
98119,485000,1260,3,
98005,1130000,3690,5,
98038,314500,1700,3,
98155,220000,770,2,
98133,444950,2020,3,
98115,598000,2030,4,
98075,699850,2690,4,
98033,595000,1750,3,
98053,735000,3270,4,
98007,542500,2330,4,
98052,450000,1720,3,
98188,298500,2420,3,
98102,403950,710,2,
98106,271000,710,2,
98133,335000,1510,2,
98056,305000,1610,2,
98107,630000,1880,3,
98055,253000,1220,2,
98008,395000,2060,4,
98042,265000,1340,3,
98058,225000,1030,2,
98001,338500,2717,4,
98177,300000,1360,2,
98178,255000,1260,2,
